,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12
5561,120.91408333333334,123.68108333333333,110.66008333333338,-16.127916666666636,-36.86691666666667,-42.88291666666663,-42.577916666666624,-48.34091666666666,-49.766916666666646,-47.357916666666654,-47.27491666666663,-24.058916666666676
6578,-50.13658333333336,-40.28458333333339,-63.82858333333337,-92.83958333333337,-31.666583333333364,49.053416666666635,16.07241666666664,-46.055583333333374,-5.0635833333333835,20.090416666666613,24.46141666666665,220.19741666666664
2457,-35.03641666666667,-21.696416666666693,-14.539416666666682,-5.46541666666667,24.384583333333325,23.489583333333314,26.737583333333333,26.063583333333327,21.203583333333313,-5.367416666666685,-17.32441666666668,-22.44941666666668
5242,-87.02341666666655,100.47258333333343,35.97758333333343,42.33358333333342,139.76458333333346,89.10758333333342,15.687583333333464,50.87858333333338,51.02158333333341,-117.03541666666655,-194.42041666666654,-126.76441666666653
9,-140.4831666666666,-141.82516666666658,-170.35416666666657,-175.7211666666666,-131.9131666666666,-110.00616666666656,73.41383333333346,79.25583333333344,145.0608333333334,200.79683333333338,199.03783333333348,172.7378333333334
2363,29.212333333333277,41.69333333333327,29.93333333333328,28.74633333333327,24.72533333333331,29.97133333333329,17.96333333333331,16.114333333333263,-2.164666666666733,-40.17766666666671,-75.51766666666674,-100.49966666666671
4113,-47.75941666666665,-50.495416666666756,133.03258333333326,32.95858333333331,101.40658333333329,99.12358333333327,43.733583333333286,-29.86141666666674,21.05858333333333,-18.47641666666675,-108.81841666666674,-175.90241666666668
6292,-108.51091666666656,-98.00891666666655,-91.63891666666655,-74.59891666666658,-98.96391666666659,3.9290833333334376,-69.29991666666655,22.519083333333413,185.5170833333334,163.0840833333334,67.21308333333343,98.75908333333342
72,-77.42041666666667,6.176583333333326,9.86558333333332,-69.24541666666667,-5.272416666666686,10.87958333333333,-53.528416666666686,-5.353416666666675,51.11758333333333,18.309583333333336,28.420583333333326,86.05058333333332
5273,49.78908333333334,36.606083333333345,3.871083333333331,-36.29591666666664,11.520083333333332,7.765083333333337,0.9760833333333494,-78.63591666666667,2.1740833333333285,-0.35691666666667743,2.9510833333333153,-0.36391666666668243
3029,-163.77633333333335,-55.02133333333336,-25.70733333333328,31.973666666666645,90.66566666666665,65.05166666666673,48.73966666666672,1.7536666666667315,129.7986666666667,66.77266666666674,-48.147333333333336,-142.10333333333335
205,76.88133333333332,-49.164666666666704,-36.84366666666671,39.6873333333333,51.33433333333329,49.0383333333333,74.07233333333329,59.807333333333304,71.89333333333332,-50.70166666666671,-153.2676666666667,-132.7366666666667
5464,43.05933333333331,70.26133333333331,53.46733333333327,63.12633333333332,98.50133333333332,62.02533333333332,8.736333333333278,-131.5166666666667,-83.64266666666668,-64.20066666666668,-68.16066666666671,-51.656666666666695
7315,84.84866666666667,49.98966666666669,20.573666666666696,-84.04233333333332,-24.37433333333331,-6.034333333333308,-46.01833333333332,-52.27333333333331,1.1546666666666852,20.00466666666668,-21.744333333333316,57.91566666666668
2940,19.721583333333285,21.48658333333327,21.759583333333296,37.31758333333329,55.405583333333254,40.6945833333333,18.85158333333328,-4.059416666666721,-24.580416666666736,-49.28941666666674,-59.9664166666667,-77.3414166666667
561,-37.566166666666675,-33.90816666666666,16.679833333333363,75.56783333333334,-4.494166666666672,19.993833333333328,-1.7711666666666588,-78.62116666666665,16.955833333333317,26.173833333333334,0.3028333333333535,0.6868333333333112
5482,5.811083333333215,104.31008333333318,118.19108333333327,51.275083333333214,19.741083333333222,-53.529916666666736,-0.5879166666667857,22.35008333333326,71.03208333333328,-2.7469166666667775,-177.00091666666674,-158.8449166666668
6341,-222.5584166666667,-205.14841666666666,-205.96841666666666,-65.83741666666668,41.53058333333337,69.75558333333328,170.5905833333333,98.92858333333328,80.40158333333335,55.79358333333329,64.29158333333334,118.22058333333331
3692,4.5537499999999795,-69.35125,8.504750000000001,-6.542250000000024,-12.39024999999998,-88.94024999999999,-15.853250000000003,-14.865250000000003,-17.776250000000005,-2.761250000000018,98.70575000000002,116.71575000000001
1049,63.5856666666667,45.0856666666667,73.39566666666664,57.735666666666674,58.06466666666668,26.374666666666656,-22.768333333333317,-38.11833333333334,-73.73433333333332,-82.71433333333334,-54.849333333333334,-52.05733333333333
3145,-191.2621666666667,-241.2721666666667,-192.6111666666667,-156.06416666666672,-23.290166666666664,28.63883333333331,19.136833333333357,107.50283333333334,132.08783333333326,149.89983333333328,164.0958333333333,203.13783333333333
4379,189.64158333333336,220.6435833333333,78.39258333333333,87.4375833333333,61.503583333333324,-3.8254166666666833,-75.30141666666668,-33.722416666666675,-101.39741666666669,-160.25841666666668,-98.32341666666667,-164.79041666666672
1666,-45.26683333333324,-90.48283333333325,-18.282833333333258,-12.867833333333238,64.88116666666673,66.77616666666677,41.688166666666746,40.63916666666677,42.74816666666675,18.28816666666677,-10.991833333333261,-97.12883333333326
2881,77.53950000000003,74.16350000000003,-30.764499999999984,-44.75249999999998,-45.58249999999998,-44.53449999999998,-42.87349999999998,-41.804499999999976,-38.36149999999998,-41.324499999999986,74.13950000000003,104.15550000000002
4095,138.99666666666667,104.11466666666672,79.30166666666673,49.46766666666667,-61.708333333333314,-8.231333333333339,-21.61633333333333,-31.94133333333332,-105.83833333333331,-61.14233333333334,-38.58833333333331,-42.81433333333331
2369,107.00100000000003,105.15199999999999,86.87299999999999,48.860000000000014,13.519999999999982,-11.461999999999989,-13.597999999999985,-5.177999999999997,-8.552999999999997,-85.97399999999999,-115.887,-120.75399999999999
5407,-7.0262500000000045,49.64874999999995,-34.443250000000035,-71.85225000000003,62.140750000000025,-17.020250000000033,-29.572250000000054,-69.43624999999997,-75.17925000000002,28.418749999999932,85.96775000000002,78.35374999999999
7381,23.263250000000028,63.57125000000002,70.01625000000007,67.95225000000005,-43.67674999999994,60.79925000000003,66.44625000000002,11.970250000000021,-112.86874999999995,-86.57074999999995,-38.62474999999995,-82.27774999999994
7020,102.72583333333341,82.26183333333341,100.17983333333342,-15.059166666666613,79.3318333333334,38.73783333333341,49.60883333333339,20.5388333333334,-141.25516666666658,-95.2931666666666,-91.29816666666659,-130.4791666666666
1182,-120.69816666666665,-50.09016666666665,-5.01716666666664,-75.63716666666664,63.37383333333332,81.86083333333335,0.8428333333333455,16.534833333333324,-22.50516666666664,56.69383333333337,78.75683333333336,-24.115166666666653
637,27.505083333333232,-14.629916666666759,2.029083333333233,102.59608333333324,60.355083333333255,-31.828916666666743,-20.980916666666758,53.44608333333326,54.74908333333326,7.493083333333232,-114.94291666666675,-125.79091666666676
6365,-176.49233333333336,-203.94333333333338,-113.1853333333334,-34.64833333333337,9.126666666666608,-2.8273333333333994,98.91366666666659,144.1876666666666,91.07466666666664,146.30666666666662,32.35766666666666,9.129666666666594
2515,115.82025000000004,97.84325000000007,58.608250000000055,-5.115749999999963,-26.94874999999996,-29.520749999999964,-29.25174999999996,-36.61474999999996,-44.69474999999994,-43.11674999999994,-43.790749999999946,-13.217749999999967
7064,-63.602499999999964,-103.27749999999997,-126.6755,-135.89549999999997,-168.1325,-9.978499999999997,28.259500000000003,39.60850000000005,82.94849999999997,78.42349999999999,182.2355,196.0865
7164,-37.133916666666636,62.35908333333333,52.79808333333335,50.44708333333335,41.87308333333334,-66.72591666666665,0.5260833333333608,90.86308333333335,9.454083333333358,23.857083333333378,-126.44091666666665,-101.87691666666663
4878,-79.86750000000006,-64.9695000000001,-47.050500000000056,-1.5015000000000782,-21.068500000000085,5.488499999999931,-0.4055000000000746,1.4874999999998977,-1.5785000000000764,22.893499999999904,99.79649999999987,86.77549999999991
5379,-144.99158333333332,-165.86058333333335,-89.25858333333332,-45.35858333333334,-16.578583333333313,33.69541666666669,49.1084166666667,68.09741666666662,141.0354166666666,177.33541666666667,59.44341666666662,-66.66758333333337
2461,48.09508333333335,47.20008333333334,50.44808333333336,49.77408333333335,44.91408333333334,18.34308333333334,6.386083333333346,1.261083333333346,-15.306916666666666,-77.01991666666666,-86.94691666666665,-87.14791666666666
2532,-23.609000000000037,105.59899999999993,46.27299999999997,34.224999999999966,39.45799999999997,15.55699999999996,9.170999999999935,-10.305000000000064,-14.620000000000061,-15.279000000000053,-76.44900000000007,-110.02100000000007
7522,43.85050000000001,-18.61749999999998,80.48250000000002,32.347500000000025,-65.24049999999997,78.0435,18.662500000000023,17.548500000000047,16.923500000000047,-42.85749999999999,-122.37949999999998,-38.76349999999999
2839,-63.70075000000001,-22.19075000000001,-9.549750000000017,11.020249999999976,14.268249999999995,16.198249999999973,14.045249999999982,12.474249999999984,13.50924999999998,14.292249999999996,10.283249999999981,-10.649750000000012
5018,-139.22199999999998,-127.84500000000003,-76.27999999999997,-52.91899999999998,-40.08699999999999,-24.716000000000008,-7.259999999999991,37.99599999999998,74.41099999999994,95.644,72.08600000000001,188.192
4970,-373.9407500000001,-363.8597500000001,-104.55075000000011,-37.39375000000007,-35.30075000000011,30.120249999999942,95.34224999999992,271.40824999999984,162.55624999999998,176.2032499999999,92.72024999999996,86.69524999999987
5057,48.89483333333334,52.74383333333333,45.50283333333334,2.168833333333339,-34.86216666666667,-61.20216666666664,-8.709166666666647,-19.951166666666666,-36.800166666666655,-45.790166666666664,26.51583333333332,31.488833333333332
7413,-108.422,-115.894,-63.024,-71.19900000000001,-144.504,-63.43700000000001,-60.67099999999999,-5.055000000000007,98.72899999999998,155.414,167.10000000000002,210.96300000000002
5076,84.19750000000005,65.96550000000008,95.95750000000004,144.09050000000008,114.8435,42.792500000000075,-131.9484999999999,-66.11649999999992,-86.45949999999993,-83.23849999999993,-86.97049999999996,-93.11349999999993
903,116.30958333333334,133.71858333333333,123.0925833333333,29.05658333333332,-73.14541666666668,-8.48741666666669,-19.222416666666703,-107.8484166666667,-27.480416666666684,-26.7394166666667,-104.49841666666669,-34.75541666666669
2696,-86.42725000000004,-78.01225000000002,-75.99625000000003,-70.48425000000003,-65.43625000000003,5.054749999999956,105.93074999999999,88.34774999999996,83.20874999999995,56.018749999999955,26.786749999999984,11.008749999999964
7170,32.148499999999984,122.48549999999997,41.07649999999998,55.4795,-94.81850000000003,-70.25450000000001,-25.700500000000034,-42.90950000000001,-88.56650000000002,-17.375500000000017,32.0325,56.4025
7551,68.73258333333334,0.18458333333333599,167.08658333333332,144.31458333333333,56.14158333333333,-87.26641666666666,-37.57441666666665,-97.65441666666666,-50.74241666666666,-36.01141666666666,-108.75741666666664,-18.45341666666667
3169,-157.38341666666668,-186.5244166666667,-218.70041666666668,-136.5464166666667,-28.69841666666673,27.09958333333327,35.45858333333331,92.14358333333325,153.45258333333334,83.0165833333333,150.04758333333336,186.63458333333335
390,-62.2381666666667,-99.68116666666668,-100.4221666666667,-53.82316666666668,7.0868333333332885,30.094833333333327,62.0888333333333,30.40083333333331,29.132833333333338,48.53883333333329,69.27983333333333,39.54183333333333
3741,-21.641250000000014,14.239750000000015,-7.713250000000016,-53.61025000000001,-30.978250000000003,-3.701250000000016,-9.574250000000006,-80.90325000000001,10.523750000000007,55.76474999999999,99.47475000000003,28.118750000000034
586,-18.626000000000033,-5.149000000000001,-4.0120000000000005,-1.2010000000000218,-0.18299999999999272,-44.150000000000034,37.757000000000005,48.30799999999999,-1.1940000000000168,17.927999999999997,-21.206999999999994,-8.271000000000015
4019,76.56050000000005,104.89250000000004,188.01250000000005,190.08249999999998,143.7455,135.73850000000004,49.438499999999976,38.12450000000001,-129.7065,-304.27049999999997,-263.6875,-228.9305
4638,-39.736916666666616,-68.0979166666666,-25.827916666666624,-3.0579166666665856,-5.896916666666584,52.741083333333336,49.972083333333444,80.59208333333333,72.5890833333334,22.832083333333344,-53.33691666666664,-82.77191666666658
2124,31.590833333333336,31.079833333333312,37.036833333333334,35.64083333333332,46.82183333333333,33.808833333333325,7.716833333333312,-23.719166666666666,-46.27916666666668,-46.19816666666668,-49.411166666666674,-58.08816666666668
2442,67.27508333333334,37.222083333333345,3.5770833333333485,-1.3649166666666446,-11.10991666666665,-18.84191666666665,-19.174916666666647,1.7840833333333563,-3.5439166666666466,-18.50591666666665,-17.311916666666647,-20.004916666666645
5033,189.27533333333338,107.24833333333333,111.15233333333333,19.774333333333345,-2.5956666666666592,-112.94866666666667,-31.651666666666642,-63.098666666666645,-49.588666666666654,-59.03866666666664,-71.65866666666665,-36.86966666666666
6541,104.57191666666665,109.75891666666666,104.73591666666664,79.82091666666668,117.4499166666667,125.16791666666666,0.8799166666666451,1.7949166666666656,-59.00808333333333,-160.29108333333335,-227.15908333333334,-197.72208333333336
6203,48.07316666666662,-35.473833333333346,32.84516666666667,57.18216666666666,53.26116666666667,-56.251833333333366,62.260166666666635,51.32816666666662,-5.127833333333342,-111.79683333333335,-54.556833333333344,-41.74283333333335
5128,106.94749999999993,212.60449999999997,127.34149999999994,79.99349999999998,-3.1305000000000405,-21.764500000000055,-121.41050000000007,-55.68650000000008,-59.532500000000084,-81.12250000000006,-132.5395000000001,-51.70050000000009
4008,-173.4525,-151.45049999999998,-222.91949999999997,-171.92849999999999,-124.50549999999998,-15.95150000000001,62.908500000000004,136.44650000000001,213.09550000000002,183.49350000000004,158.14549999999997,106.11850000000004
6324,73.52650000000011,123.12350000000009,82.04350000000017,-8.490499999999884,138.22650000000016,27.44750000000016,-67.59349999999989,35.19550000000015,18.18550000000016,42.24850000000015,-163.63549999999987,-300.27749999999986
3654,13.066499999999905,-6.406500000000051,11.351499999999874,68.93049999999994,58.097499999999854,-20.079500000000053,-14.649500000000103,1.7014999999998963,7.038499999999885,-1.27150000000006,3.5424999999999045,-121.32150000000007
3164,24.43933333333331,-18.622666666666703,-57.72166666666669,-25.87566666666669,-36.67366666666669,-45.9906666666667,-75.13166666666672,-107.3076666666667,-25.15366666666671,82.69433333333325,138.49233333333325,146.8513333333333
2492,33.970833333333346,4.9138333333333435,-1.2621666666666584,-7.410166666666655,-7.326166666666651,-5.4141666666666595,-7.29816666666666,-6.7691666666666634,-6.364166666666662,-7.675166666666655,-6.325166666666661,16.95983333333335
1500,235.93150000000009,204.0215,138.2255,38.81050000000005,-126.35849999999996,-49.44449999999995,3.1795000000000186,-84.70649999999995,-50.97449999999998,-95.50249999999994,-138.30449999999996,-74.87749999999994
1266,72.7415,21.610499999999973,-21.999500000000012,-25.386500000000012,114.0615,77.32249999999996,48.38949999999997,21.51849999999999,-75.28750000000002,-129.44350000000003,-51.16250000000002,-52.36450000000002
6521,170.6991666666667,153.16016666666673,51.9161666666667,102.24716666666671,66.8801666666667,68.19816666666674,-52.982833333333275,-163.4978333333333,-90.93283333333329,-93.03183333333328,-124.8148333333333,-87.84083333333328
2136,-34.088916666666705,-32.1389166666667,-33.4919166666667,-33.348916666666696,-33.66991666666671,-32.558916666666704,-33.0199166666667,-8.484916666666692,42.96208333333331,46.15208333333331,64.7750833333333,86.9130833333333
5506,24.98258333333331,88.20058333333333,122.11858333333333,47.039583333333326,96.01258333333334,-46.613416666666694,-6.7574166666667,-26.85041666666666,-57.615416666666704,-60.83241666666669,-82.1974166666667,-97.48741666666666
6256,63.59966666666665,127.91466666666665,115.81266666666662,88.52666666666661,-94.87833333333336,-46.82533333333336,-30.618333333333368,-29.131333333333373,-106.06433333333337,-30.961333333333357,-28.625333333333373,-28.749333333333368
2417,99.86883333333333,4.1158333333333275,1.1138333333333321,-5.488166666666672,-9.635166666666663,-9.209166666666661,-12.873166666666663,-12.673166666666674,-11.365166666666667,-15.209166666666661,-15.281166666666664,-13.364166666666662
4745,50.57166666666666,27.098666666666702,21.926666666666677,-1.9233333333332894,-6.470333333333315,-13.20933333333329,-11.124333333333311,-7.7123333333333335,-11.724333333333334,-17.1873333333333,-16.31033333333329,-13.93533333333329
5778,181.32099999999997,153.61399999999998,135.45999999999998,88.69199999999995,70.22799999999995,-52.63700000000003,-172.55400000000003,-107.67600000000002,-91.17700000000002,-75.12500000000003,-99.74500000000003,-30.40100000000001
1873,-14.199583333333322,-15.971583333333328,-16.273583333333335,-13.938583333333327,-16.191583333333327,-14.52558333333333,2.58241666666666,6.680416666666673,-4.787583333333316,20.52141666666668,36.76141666666666,29.34241666666668
2434,38.95758333333336,33.44558333333336,32.17158333333336,40.682583333333355,37.36158333333336,39.04258333333337,-0.15641666666664378,-9.432416666666654,-12.420416666666654,-42.47341666666665,-76.11841666666665,-81.06041666666664
6463,-7.9665833333334035,38.2954166666666,60.78241666666656,26.908416666666596,93.88541666666663,80.81041666666658,18.965416666666556,17.31741666666659,-102.33158333333341,-98.80958333333342,-93.2815833333334,-34.57558333333344
5784,-151.92308333333335,-87.04508333333334,-70.54608333333334,-54.49408333333335,-79.11408333333335,-9.770083333333332,7.979916666666668,33.27191666666664,63.53591666666665,175.06391666666667,86.70091666666667,86.33991666666668
3073,-54.42116666666675,-128.87816666666674,-93.3101666666667,-47.9111666666667,-74.31816666666674,11.001833333333252,79.10383333333323,20.843833333333237,60.28883333333329,89.0768333333333,93.10883333333322,45.41483333333326
2045,-13.264999999999986,-9.568999999999988,-3.7409999999999854,-3.586999999999989,-4.845999999999989,-4.245999999999995,10.115000000000009,5.296999999999997,3.8029999999999973,5.4010000000000105,5.939999999999998,8.698000000000008
6245,-73.07333333333332,62.281666666666695,25.839666666666687,-22.129333333333307,26.64766666666668,159.21566666666672,6.553666666666686,1.032666666666728,3.456666666666706,-75.56333333333328,-46.18433333333331,-68.07733333333329
5174,165.42208333333332,53.72708333333327,24.449083333333306,142.03608333333324,129.63708333333324,43.94408333333331,-100.11891666666673,-108.43191666666672,-65.1829166666667,-68.26391666666672,-95.45291666666674,-121.76491666666669
348,-122.54483333333332,-120.45383333333331,-136.33883333333335,-212.9538333333333,-141.52783333333332,-15.667833333333306,78.17216666666661,49.276166666666654,68.03316666666672,214.48316666666665,205.62216666666666,133.90016666666668
2261,-87.42441666666667,-61.01141666666666,-43.81241666666668,-17.61441666666667,-0.4644166666666649,20.277583333333325,23.62558333333334,28.670583333333326,31.574583333333322,43.02258333333333,36.60058333333333,26.555583333333317
3959,-197.96266666666668,-215.07366666666667,-219.2836666666667,-249.67266666666666,-269.32666666666665,-134.04066666666665,23.50333333333333,100.98233333333337,348.41033333333337,243.61433333333332,294.7933333333333,274.0563333333333
5857,-102.84883333333335,-95.43183333333332,-95.61583333333334,-83.92083333333335,-75.20683333333335,-64.2498333333333,-9.6368333333333,-58.63983333333334,27.229166666666686,88.90116666666665,232.2191666666667,237.20116666666667
1763,21.54991666666666,-0.043083333333328255,15.540916666666675,11.42291666666668,17.341916666666663,31.76591666666667,51.480916666666644,-1.7040833333333296,-15.287083333333328,-20.156083333333328,-35.81708333333333,-76.09508333333332
2911,-121.50433333333335,-117.96333333333335,-104.95133333333335,-88.72333333333336,28.590666666666664,57.54266666666666,60.56766666666664,52.465666666666664,52.25666666666666,48.298666666666634,66.23666666666662,67.18366666666662
5756,17.790833333333325,17.42083333333332,7.737833333333327,-53.38216666666668,14.731833333333327,15.459833333333336,16.016833333333324,-45.60716666666667,-2.1411666666666633,21.49783333333332,18.80583333333334,-28.33116666666666
876,-186.4420833333333,-48.25108333333327,-70.24808333333328,86.98891666666674,113.16591666666676,178.93491666666677,226.26191666666676,89.29491666666667,-52.280083333333266,-147.9950833333333,-53.8580833333333,-135.5720833333333
6217,-157.3903333333334,-157.26133333333337,-171.44333333333338,-111.2843333333334,-56.73033333333336,-55.72833333333335,-104.91233333333338,127.1316666666666,212.60966666666667,190.66366666666664,137.9966666666666,146.3486666666666
6533,-183.73841666666658,-175.1464166666666,-44.455416666666565,56.27858333333347,69.1805833333334,-83.35241666666656,95.76958333333346,91.02958333333345,48.45858333333342,53.645583333333434,48.62258333333341,23.707583333333446
705,-50.95149999999998,-8.544499999999971,-9.045500000000004,8.448500000000024,43.72149999999999,-8.130499999999984,-11.669499999999971,3.263500000000022,28.4735,49.2355,-2.7764999999999986,-42.02449999999999
